danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,genre
0.836,0.949,-4.127,0.0786,0.247,0.0542,0.506,126.007,basshouse
0.867,0.9,-3.863,0.0791,0.533,0.0696,0.476,127.989,basshouse
0.794,0.883,-10.058,0.0665,0.389,0.0563,0.94,125.995,basshouse
0.783,0.909,-5.565,0.0866,0.248,0.104,0.655,126.009,basshouse
0.691,0.925,-2.622,0.0394,0.17,0.2,0.151,128.002,basshouse
0.854,0.766,-8.292,0.0716,0.725,0.0343,0.571,120.009,basshouse
0.793,0.903,-4.673,0.247,0.0184,0.286,0.29,128.072,basshouse
0.644,0.656,-8.328,0.0946,0.932,0.109,0.139,123.993,basshouse
0.895,0.843,-3.94,0.0615,0.00043,0.0741,0.244,124.993,basshouse
0.664,0.953,-3.794,0.249,0.00665,0.263,0.21,125.679,basshouse
0.889,0.818,-4.037,0.121,0.00876,0.0975,0.503,130.053,basshouse
0.699,0.891,-3.361,0.0677,0.336,0.401,0.146,127.972,basshouse
0.602,0.896,-9.363,0.0389,0.921,0.657,0.254,124.008,basshouse
0.618,0.951,-5.792,0.0384,0.557,0.511,0.505,128.017,basshouse
0.765,0.911,-5.896,0.0577,0.0217,0.0876,0.552,125.029,basshouse
0.715,0.996,-2.313,0.0868,0.604,0.0364,0.891,126.017,basshouse
0.757,0.881,-6.35,0.0724,0.0527,0.556,0.708,125.983,basshouse
0.742,0.966,-5.219,0.108,0.259,0.0509,0.544,128.015,basshouse
0.729,0.896,-3.461,0.385,0.186,0.213,0.383,125.949,basshouse
0.653,0.978,-5.278,0.0853,0.616,0.366,0.674,125.992,basshouse
0.655,0.78,-4.995,0.207,0.0,0.319,0.228,125.986,basshouse
0.803,0.984,-3.93,0.0548,0.846,0.0434,0.371,127.994,basshouse
0.724,0.859,-5.13,0.0447,9.15e-05,0.387,0.0398,126.02,basshouse
0.799,0.937,-1.635,0.0689,0.222,0.115,0.349,128.023,basshouse
0.648,0.859,-9.56,0.0791,0.298,0.268,0.154,128.04,basshouse
0.83,0.979,-5.876,0.173,0.0537,0.524,0.61,128.018,basshouse
0.814,0.918,-3.772,0.0972,0.769,0.546,0.112,128.993,basshouse
0.799,0.821,-6.983,0.0504,0.519,0.039,0.681,128.015,basshouse
0.93,0.755,-7.581,0.0618,0.896,0.392,0.276,124.043,basshouse
0.764,0.726,-6.225,0.0474,0.824,0.0856,0.478,124.979,basshouse
0.666,0.842,-5.886,0.0752,0.000342,0.384,0.497,123.978,basshouse
0.802,0.521,-11.614,0.079,0.151,0.054,0.691,126.004,basshouse
0.842,0.925,-6.873,0.155,0.847,0.147,0.746,123.97,basshouse
0.766,0.994,-4.392,0.0782,0.000704,0.328,0.477,126.026,basshouse
0.617,0.945,-2.748,0.205,2.11e-05,0.501,0.293,127.986,basshouse
0.872,0.733,-4.669,0.195,0.688,0.168,0.228,126.0,basshouse
0.702,0.729,-4.732,0.135,0.0336,0.112,0.389,128.028,basshouse
0.836,0.845,-7.586,0.0575,0.812,0.0516,0.453,125.007,basshouse
0.798,0.943,-6.433,0.0562,0.881,0.121,0.171,127.988,basshouse
0.674,0.916,-6.537,0.0738,0.0327,0.37,0.442,125.999,basshouse
0.798,0.96,-7.637,0.07,0.651,0.148,0.628,126.003,basshouse
0.66,0.971,-3.805,0.0635,0.237,0.126,0.535,127.964,basshouse
0.842,0.834,-5.961,0.288,0.0006,0.203,0.345,125.992,basshouse
0.811,0.747,-8.045,0.103,0.735,0.104,0.415,122.013,basshouse
0.955,0.93,-1.95,0.396,0.18,0.279,0.526,128.022,basshouse
0.774,0.74,-6.069,0.0469,0.0219,0.292,0.413,134.979,basshouse
0.721,0.907,-7.013,0.0531,0.834,0.401,0.195,125.998,basshouse
0.719,0.93,-5.08,0.0672,0.0705,0.301,0.806,126.013,basshouse
0.773,0.943,-3.477,0.134,0.396,0.121,0.231,130.021,basshouse
0.834,0.894,-6.85,0.0658,0.222,0.213,0.764,127.004,basshouse
0.797,0.898,-4.783,0.186,1.62e-06,0.387,0.557,128.027,basshouse
0.555,0.74,-5.573,0.0658,0.54,0.796,0.116,128.002,basshouse
0.782,0.699,-7.181,0.171,0.501,0.11,0.377,126.956,basshouse
0.727,0.94,-2.99,0.0942,0.0025,0.104,0.397,126.063,basshouse
0.852,0.864,-5.493,0.0678,0.117,0.0541,0.607,127.994,basshouse
0.743,0.708,-7.524,0.0561,0.31,0.0757,0.0547,126.054,basshouse
0.836,0.761,-6.034,0.0686,0.0314,0.0633,0.915,125.993,basshouse
0.708,0.818,-3.466,0.0564,0.000309,0.18,0.275,123.969,basshouse
0.552,0.889,-3.325,0.203,0.231,0.354,0.715,123.799,basshouse
0.65,0.899,-6.544,0.0395,0.0552,0.296,0.367,125.995,basshouse
0.726,0.997,-0.156,0.0668,0.116,0.685,0.525,125.007,basshouse
0.821,0.687,-4.2,0.178,0.9,0.0896,0.475,125.982,basshouse
0.656,0.84,-3.538,0.472,0.682,0.105,0.123,127.997,basshouse
0.774,0.739,-6.876,0.0407,0.564,0.0982,0.595,127.014,basshouse
0.809,0.68,-7.798,0.0505,0.0231,0.289,0.362,122.012,basshouse
0.802,0.899,-3.52,0.122,0.419,0.532,0.451,125.06,basshouse
0.749,0.916,-4.272,0.0739,0.000725,0.416,0.414,125.975,basshouse
0.712,0.951,-2.59,0.0441,0.484,0.3,0.503,127.977,basshouse
0.729,0.915,-4.925,0.0376,0.51,0.0718,0.484,124.996,basshouse
0.752,0.79,-7.812,0.0867,0.717,0.164,0.243,126.997,basshouse
0.881,0.887,-3.663,0.167,0.165,0.0528,0.255,124.013,basshouse
0.797,0.695,-6.024,0.119,0.00036,0.0887,0.449,124.955,basshouse
0.794,0.726,-5.997,0.0453,0.296,0.0674,0.615,124.991,basshouse
0.809,0.755,-4.869,0.056,0.662,0.231,0.26,127.952,basshouse
0.868,0.816,-6.047,0.0575,0.00684,0.071,0.436,126.022,basshouse
0.883,0.895,-3.417,0.157,0.462,0.0844,0.677,125.031,basshouse
0.797,0.88,-4.35,0.0427,0.00836,0.179,0.307,125.975,basshouse
0.73,0.994,-0.912,0.0405,0.268,0.338,0.819,126.989,basshouse
0.775,0.79,-4.799,0.0561,0.735,0.037,0.46,126.012,basshouse
0.662,0.889,-3.961,0.0616,0.0305,0.072,0.359,127.948,basshouse
0.625,0.981,-3.799,0.0597,0.329,0.357,0.156,125.008,basshouse
0.65,0.887,-5.388,0.0445,0.829,0.134,0.55,128.014,basshouse
0.557,0.855,-2.747,0.038,7.88e-05,0.157,0.2,130.833,basshouse
0.765,0.989,-4.675,0.218,0.159,0.0535,0.681,127.037,basshouse
0.695,0.785,-5.281,0.0565,0.722,0.303,0.266,124.95,basshouse
0.681,0.947,-3.712,0.0556,0.186,0.181,0.447,125.042,basshouse
0.632,0.97,-1.729,0.0991,0.803,0.219,0.321,128.02,basshouse
0.814,0.949,-4.452,0.187,0.0225,0.467,0.619,125.998,basshouse
0.718,0.908,-4.425,0.0545,0.82,0.323,0.609,125.011,basshouse
0.635,0.963,-3.167,0.0618,0.00046,0.204,0.506,130.074,basshouse
0.762,0.915,-5.488,0.0753,0.245,0.0772,0.731,127.035,basshouse
0.8,0.761,-5.477,0.0778,0.61,0.266,0.391,125.027,basshouse
0.659,0.882,-4.305,0.0781,0.000682,0.416,0.27,128.021,basshouse
0.849,0.923,-5.676,0.0965,0.834,0.0569,0.527,125.996,basshouse
0.863,0.786,-5.051,0.264,0.0319,0.189,0.642,126.029,basshouse
0.808,0.907,-4.912,0.131,0.0426,0.667,0.495,127.999,basshouse
0.656,0.939,-3.29,0.0386,0.305,0.301,0.645,125.968,basshouse
0.764,0.848,-6.515,0.079,0.292,0.324,0.0683,125.964,basshouse
0.823,0.884,-5.175,0.0678,0.633,0.266,0.544,125.028,basshouse
0.736,0.824,-4.424,0.0392,0.596,0.259,0.278,125.004,basshouse
0.677,0.987,-4.103,0.0496,0.76,0.361,0.502,128.005,basshouse
0.823,0.825,-7.723,0.0466,0.649,0.0898,0.511,124.992,basshouse
0.767,0.659,-7.429,0.0444,0.0,0.13,0.439,124.946,basshouse
0.808,0.696,-8.843,0.0781,0.871,0.0609,0.406,125.007,basshouse
0.857,0.664,-4.823,0.0503,0.0119,0.149,0.536,125.002,basshouse
0.906,0.649,-5.011,0.14,0.687,0.18,0.373,134.994,basshouse
0.883,0.832,-5.508,0.13,0.213,0.155,0.574,127.026,basshouse
0.793,0.943,-4.14,0.0945,0.471,0.0629,0.788,128.035,basshouse
0.869,0.899,-3.984,0.0617,0.858,0.105,0.649,128.025,basshouse
0.64,0.99,-4.554,0.0918,0.537,0.0808,0.194,125.018,basshouse
0.797,0.809,-6.993,0.0605,0.029,0.333,0.688,127.009,basshouse
0.809,0.852,-7.372,0.046,0.732,0.0751,0.312,125.001,basshouse
0.785,0.876,-3.034,0.179,0.171,0.0627,0.731,127.019,basshouse
0.832,0.893,-4.152,0.0572,0.644,0.0754,0.335,126.004,basshouse
0.698,0.863,-3.959,0.0432,0.00495,0.13,0.316,130.037,basshouse
0.834,0.946,-3.546,0.083,0.162,0.272,0.698,127.992,basshouse
0.765,0.936,-5.948,0.0852,0.000407,0.35,0.0968,126.081,basshouse
0.76,0.917,-6.935,0.0777,0.523,0.065,0.291,125.997,basshouse
0.811,0.935,-3.051,0.119,0.00112,0.221,0.732,125.012,basshouse
0.882,0.874,-2.05,0.134,0.000822,0.451,0.199,127.982,basshouse
0.852,0.634,-6.148,0.0469,0.185,0.148,0.332,124.994,basshouse
0.773,0.665,-5.176,0.067,0.321,0.157,0.683,132.982,basshouse
0.76,0.888,-3.392,0.0545,0.19,0.293,0.397,124.051,basshouse
0.75,0.909,-5.798,0.0611,0.257,0.0896,0.319,126.014,basshouse
0.799,0.865,-3.945,0.0597,0.858,0.333,0.221,126.017,basshouse
0.748,0.832,-4.89,0.044,0.272,0.315,0.676,130.102,basshouse
0.864,0.934,-2.577,0.305,0.00305,0.119,0.386,128.024,basshouse
0.751,0.882,-6.244,0.0557,0.0599,0.166,0.435,124.978,basshouse
0.699,0.797,-4.246,0.06,0.214,0.0786,0.233,126.018,basshouse
0.685,0.941,-3.925,0.0855,0.402,0.16,0.0624,125.0,basshouse
0.799,0.78,-5.815,0.121,0.645,0.134,0.232,125.961,basshouse
0.788,0.902,-3.578,0.115,0.0781,0.116,0.11,126.054,basshouse
0.875,0.704,-4.198,0.146,0.518,0.132,0.494,126.997,basshouse
0.813,0.975,-5.688,0.114,0.81,0.733,0.806,124.999,basshouse
0.821,0.83,-5.006,0.12,0.000212,0.202,0.583,121.998,basshouse
0.887,0.886,-3.374,0.211,0.0363,0.126,0.666,126.012,basshouse
0.728,0.947,-3.051,0.0676,0.00126,0.0813,0.64,125.94,basshouse
0.591,0.85,-4.589,0.0981,0.0,0.115,0.235,123.982,basshouse
0.804,0.932,-3.955,0.214,0.817,0.0617,0.226,126.001,basshouse
0.606,0.962,-6.335,0.0379,0.901,0.0461,0.693,124.991,basshouse
0.612,0.63,-6.057,0.0472,0.615,0.142,0.175,127.979,basshouse
0.776,0.771,-4.855,0.0537,0.692,0.107,0.361,128.004,basshouse
0.816,0.917,-3.274,0.147,0.0225,0.0796,0.497,126.05,basshouse
0.764,0.908,-3.976,0.0735,0.742,0.0977,0.354,124.019,basshouse
0.813,0.726,-5.792,0.0933,0.519,0.1,0.809,123.999,basshouse
0.738,0.795,-6.315,0.0494,0.295,0.153,0.755,130.003,basshouse
0.767,0.936,-3.172,0.116,0.095,0.235,0.449,126.02,basshouse
0.728,0.887,-6.277,0.0604,0.12,0.177,0.628,124.968,basshouse
0.807,0.937,-5.07,0.0517,0.869,0.106,0.928,125.0,basshouse
0.664,0.954,-2.849,0.26,0.0,0.165,0.383,126.125,basshouse
0.803,0.839,-5.041,0.0452,0.11,0.064,0.683,126.004,basshouse
0.783,0.932,-4.323,0.318,0.118,0.309,0.237,128.015,basshouse
0.806,0.904,-6.836,0.105,0.728,0.154,0.13,128.004,basshouse
0.79,0.856,-5.093,0.0458,4.17e-05,0.245,0.0603,126.011,basshouse
0.752,0.741,-6.461,0.0361,0.0479,0.0916,0.326,125.997,basshouse
0.802,0.904,-2.88,0.285,0.342,0.729,0.681,128.01,basshouse
0.807,0.914,-1.226,0.0869,0.000536,0.241,0.498,128.0,basshouse
0.677,0.878,-5.709,0.0444,0.726,0.255,0.443,124.04,basshouse
0.679,0.766,-7.06,0.0741,0.031,0.113,0.307,130.028,basshouse
0.771,0.731,-6.577,0.0407,0.681,0.217,0.629,123.026,basshouse
0.716,0.899,-4.179,0.087,0.266,0.107,0.331,130.026,basshouse
0.856,0.738,-4.63,0.139,0.00372,0.0887,0.518,125.018,basshouse
0.676,0.765,-7.811,0.0403,0.11,0.187,0.135,128.016,basshouse
0.677,0.94,-3.558,0.0888,0.198,0.254,0.433,125.96,basshouse
0.541,0.983,-4.775,0.0549,0.509,0.229,0.28,132.003,basshouse
0.635,0.917,-1.801,0.119,0.678,0.308,0.0572,123.855,basshouse
0.794,0.966,-4.11,0.0628,0.527,0.305,0.485,126.011,basshouse
0.685,0.911,-4.977,0.144,0.0247,0.285,0.351,128.02,basshouse
0.817,0.875,-6.171,0.0535,0.151,0.0824,0.688,124.997,basshouse
0.678,0.957,-4.319,0.0804,0.147,0.521,0.635,128.038,basshouse
0.801,0.693,-5.785,0.407,0.295,0.219,0.502,128.124,basshouse
0.683,0.965,-3.5,0.205,0.249,0.306,0.362,123.981,basshouse
0.804,0.887,-4.075,0.0668,0.544,0.268,0.64,125.955,basshouse
0.714,0.883,-4.43,0.0625,0.843,0.231,0.819,126.016,basshouse
0.821,0.952,-1.21,0.217,0.00114,0.104,0.434,127.986,basshouse
0.65,0.9,-8.097,0.0379,0.925,0.107,0.0364,123.023,basshouse
0.748,0.923,-6.19,0.0563,0.793,0.381,0.87,126.01,basshouse
0.782,0.895,-4.458,0.125,0.847,0.472,0.378,130.047,basshouse
0.744,0.894,-2.891,0.0468,0.00352,0.153,0.418,123.994,basshouse
0.795,0.782,-6.754,0.163,0.361,0.173,0.837,128.02,basshouse
0.693,0.869,-7.087,0.215,0.000191,0.834,0.535,130.063,basshouse
0.748,0.753,-5.947,0.0311,2.87e-06,0.38,0.673,129.997,basshouse
0.824,0.881,-5.272,0.115,0.55,0.11,0.345,125.982,basshouse
0.797,0.925,-3.407,0.0569,0.497,0.104,0.538,125.005,basshouse
0.958,0.821,-6.09,0.266,2.77e-05,0.27,0.713,127.945,basshouse
0.846,0.987,-1.086,0.133,0.436,0.0527,0.617,128.016,basshouse
0.636,0.969,-1.838,0.0376,3.52e-06,0.222,0.85,132.037,basshouse
0.695,0.718,-5.04,0.035,0.129,0.135,0.698,124.984,basshouse
0.785,0.991,-3.733,0.0693,0.73,0.0576,0.619,126.028,basshouse
0.853,0.934,-5.632,0.168,0.324,0.105,0.537,124.018,basshouse
0.776,0.852,-4.915,0.078,0.854,0.0475,0.528,128.018,basshouse
0.766,0.892,-2.78,0.0587,0.00714,0.267,0.169,126.015,basshouse
0.755,0.898,-5.455,0.0412,0.903,0.26,0.571,124.998,basshouse
0.717,0.755,-6.03,0.329,0.76,0.145,0.135,123.947,basshouse
0.735,0.949,-3.734,0.084,0.561,0.347,0.557,125.03,basshouse
0.762,0.887,-4.403,0.137,0.04,0.0786,0.655,126.034,basshouse
0.76,0.97,-5.022,0.163,0.584,0.311,0.646,128.029,basshouse
0.717,0.826,-5.229,0.0353,0.0439,0.0971,0.213,123.992,basshouse
0.902,0.965,-3.23,0.145,0.153,0.357,0.479,128.017,basshouse
0.785,0.857,-3.337,0.285,0.000342,0.0574,0.429,125.882,basshouse
0.819,0.852,-6.712,0.179,0.145,0.298,0.392,125.026,basshouse
0.813,0.717,-7.371,0.136,0.045,0.143,0.399,126.015,basshouse
0.695,0.979,-0.78,0.0543,0.0107,0.366,0.893,130.024,basshouse
0.714,0.795,-6.326,0.0432,0.107,0.0411,0.714,126.038,basshouse
0.829,0.688,-7.955,0.0473,0.101,0.303,0.273,126.011,basshouse
0.787,0.963,-4.807,0.0474,0.816,0.0347,0.828,123.999,basshouse
0.702,0.868,-5.216,0.0467,0.786,0.102,0.382,129.955,basshouse
0.805,0.927,-4.266,0.0733,0.43,0.0358,0.774,123.985,basshouse
0.637,0.936,-4.281,0.0355,0.858,0.117,0.352,129.995,basshouse
0.672,0.816,-2.122,0.0781,0.393,0.0859,0.31,134.99,basshouse
0.734,0.919,-4.714,0.0638,0.833,0.0449,0.853,124.99,basshouse
0.897,0.692,-4.985,0.0492,0.728,0.0603,0.607,125.024,basshouse
0.677,0.934,-3.293,0.0812,0.00155,0.832,0.22,128.0,basshouse
0.798,0.949,-2.564,0.175,0.254,0.357,0.625,127.974,basshouse
0.857,0.749,-2.804,0.0415,0.129,0.22,0.211,125.981,basshouse
0.698,0.545,-8.582,0.0671,0.823,0.369,0.168,126.006,basshouse
0.675,0.865,-5.845,0.0993,0.8,0.376,0.555,125.026,basshouse
0.84,0.874,-4.8,0.0468,0.904,0.0911,0.233,129.021,basshouse
0.803,0.856,-7.084,0.0655,0.319,0.0853,0.962,127.987,basshouse
0.86,0.831,-4.528,0.156,0.0526,0.0525,0.814,122.02,basshouse
0.784,0.809,-5.679,0.159,0.141,0.497,0.598,125.964,basshouse
0.701,0.776,-4.773,0.0451,0.0091,0.0816,0.454,123.99,basshouse
0.703,0.973,-3.513,0.061,0.869,0.878,0.156,127.994,basshouse
0.918,0.837,-3.084,0.209,0.000741,0.37,0.327,128.089,basshouse
0.793,0.852,-3.61,0.0472,0.803,0.0414,0.528,126.025,basshouse
0.764,0.894,-3.996,0.0564,0.00899,0.0525,0.679,126.996,basshouse
0.8,0.984,-3.24,0.0741,0.834,0.0348,0.768,126.003,basshouse
0.571,0.809,-4.352,0.0574,0.00726,0.802,0.426,125.951,basshouse
0.69,0.992,-1.718,0.0734,0.649,0.547,0.503,126.001,basshouse
0.85,0.723,-4.892,0.129,0.29,0.0522,0.563,128.017,basshouse
0.884,0.924,-2.163,0.201,0.839,0.124,0.408,128.021,basshouse
0.547,0.979,-2.778,0.451,0.00275,0.959,0.813,127.942,basshouse
0.864,0.931,-2.974,0.0697,0.45,0.0181,0.788,128.003,basshouse
0.759,0.83,-2.798,0.0507,0.162,0.492,0.35,128.04,basshouse
0.671,0.991,-3.774,0.167,0.000825,0.101,0.084,124.968,basshouse
0.728,0.989,-2.594,0.459,0.031,0.304,0.132,125.991,basshouse
0.872,0.955,-5.522,0.339,0.594,0.352,0.369,124.969,basshouse
0.788,0.946,-4.948,0.0711,0.763,0.163,0.564,125.987,basshouse
0.823,0.778,-3.172,0.223,0.0377,0.161,0.664,125.019,basshouse
0.758,0.985,-6.147,0.0746,0.101,0.162,0.707,126.003,basshouse
0.812,0.834,-4.455,0.227,5.61e-05,0.187,0.388,127.027,basshouse
0.821,0.961,-1.186,0.353,0.000735,0.229,0.437,128.024,basshouse
0.841,0.887,-5.141,0.062,0.86,0.0653,0.516,126.036,basshouse
0.87,0.958,-3.649,0.162,0.0678,0.566,0.741,127.009,basshouse
0.788,0.961,-3.719,0.134,0.733,0.537,0.824,131.049,basshouse
0.835,0.789,-3.612,0.207,0.000226,0.159,0.28,123.024,basshouse
0.827,0.907,-3.416,0.0625,0.915,0.276,0.505,125.051,basshouse
0.738,0.917,-3.508,0.152,0.0256,0.285,0.407,128.035,basshouse
0.658,0.93,-3.547,0.111,0.657,0.0829,0.0817,125.993,basshouse
0.845,0.949,-6.113,0.0808,0.389,0.0331,0.429,128.008,basshouse
0.68,0.912,-8.785,0.058,0.0316,0.69,0.327,124.994,basshouse
0.828,0.886,-3.53,0.0793,0.111,0.215,0.331,126.021,basshouse
0.87,0.787,-8.091,0.206,0.144,0.229,0.551,123.953,basshouse
0.794,0.896,-1.514,0.0677,0.615,0.0876,0.5,125.999,basshouse
0.819,0.814,-3.44,0.0382,0.328,0.0644,0.464,125.965,basshouse
0.71,0.936,-4.696,0.0448,0.723,0.371,0.269,125.968,basshouse
0.673,0.975,-5.977,0.0637,0.23,0.327,0.68,127.97,basshouse
0.867,0.902,-2.769,0.0685,0.141,0.0364,0.605,122.036,basshouse
0.723,0.93,-4.91,0.257,0.108,0.397,0.494,127.993,basshouse
0.629,0.946,-5.481,0.0459,0.631,0.633,0.354,124.949,basshouse
0.82,0.868,-5.523,0.0601,0.921,0.0503,0.392,124.027,basshouse
0.373,0.952,-4.215,0.0793,0.584,0.0979,0.373,126.0,basshouse
0.787,0.934,-4.168,0.0545,0.495,0.0827,0.666,124.953,basshouse
0.788,0.952,-3.166,0.215,0.000415,0.145,0.282,126.05,basshouse
0.708,0.947,-3.029,0.236,1.79e-06,0.135,0.477,124.962,basshouse
0.877,0.934,-3.137,0.175,0.000385,0.0744,0.521,125.977,basshouse
0.712,0.941,-5.412,0.04,0.845,0.135,0.038,126.019,basshouse
0.78,0.868,-5.273,0.266,1.16e-05,0.167,0.53,130.019,basshouse
0.714,0.865,-7.388,0.237,0.292,0.103,0.212,126.0,basshouse
0.826,0.921,-4.409,0.0911,0.264,0.355,0.392,127.957,basshouse
0.727,0.998,-3.385,0.0477,0.906,0.0951,0.96,127.987,basshouse
0.759,0.761,-6.246,0.0565,0.517,0.161,0.353,126.005,basshouse
0.641,0.778,-3.488,0.095,0.0159,0.141,0.196,126.023,basshouse
0.862,0.783,-5.388,0.062,0.0182,0.0414,0.903,124.975,basshouse
0.906,0.882,-5.378,0.195,0.842,0.228,0.325,129.022,basshouse
0.806,0.81,-5.19,0.052,0.678,0.0356,0.346,125.993,basshouse
0.92,0.89,-7.287,0.2,0.506,0.109,0.0463,127.987,basshouse
0.871,0.938,-6.039,0.113,1.81e-05,0.801,0.465,131.004,basshouse
0.892,0.938,-4.552,0.0627,0.425,0.097,0.751,126.021,basshouse
0.634,0.959,-2.758,0.0584,0.00588,0.104,0.303,132.041,basshouse
0.841,0.814,-5.206,0.18,0.129,0.0881,0.313,131.995,basshouse
0.803,0.821,-5.499,0.102,0.377,0.103,0.17,123.053,basshouse
0.785,0.846,-6.5,0.0433,0.803,0.118,0.334,128.03,basshouse
0.788,0.773,-3.527,0.428,0.192,0.108,0.794,132.228,basshouse
0.832,0.982,-2.901,0.189,0.15,0.263,0.364,125.945,basshouse
0.742,0.865,-3.101,0.271,0.000642,0.069,0.404,135.019,basshouse
0.457,0.903,-4.618,0.0509,1.77e-05,0.278,0.245,149.876,hardstyle
0.365,0.705,-5.984,0.0887,0.258,0.396,0.229,148.23,hardstyle
0.511,0.902,-4.256,0.107,0.000152,0.0769,0.102,153.056,hardstyle
0.362,0.853,-3.835,0.134,0.00804,0.165,0.768,151.995,hardstyle
0.544,0.953,-0.938,0.108,0.0,0.215,0.211,155.036,hardstyle
0.741,0.553,-7.722,0.148,1.88e-06,0.0955,0.453,143.907,hardstyle
0.644,0.829,-5.831,0.0506,0.674,0.115,0.417,149.997,hardstyle
0.547,0.965,-4.293,0.499,1.1e-06,0.937,0.259,155.26,hardstyle
0.422,0.92,-4.889,0.0639,0.0114,0.252,0.197,149.992,hardstyle
0.548,0.88,-5.179,0.0685,0.00286,0.309,0.517,138.05,hardstyle
0.262,0.854,-2.139,0.0544,0.0,0.108,0.0449,154.893,hardstyle
0.493,0.917,-5.582,0.0952,0.0658,0.143,0.433,154.924,hardstyle
0.449,0.874,-3.761,0.0493,0.0,0.15,0.282,149.842,hardstyle
0.484,0.955,-2.939,0.0452,0.884,0.091,0.261,149.991,hardstyle
0.479,0.87,-3.662,0.0448,0.0,0.171,0.3,150.027,hardstyle
0.531,0.96,-5.334,0.0514,0.239,0.461,0.0451,150.076,hardstyle
0.158,0.567,-7.001,0.0478,0.026,0.101,0.0426,149.674,hardstyle
0.348,0.964,-2.453,0.0559,0.00012,0.951,0.456,154.894,hardstyle
0.589,0.971,-2.772,0.287,0.493,0.401,0.331,149.981,hardstyle
0.498,0.805,-3.529,0.0443,0.239,0.104,0.117,149.975,hardstyle
0.468,0.928,-4.09,0.0785,0.242,0.263,0.379,149.93,hardstyle
0.519,0.905,-5.922,0.0705,0.0,0.261,0.662,149.943,hardstyle
0.413,0.626,-5.503,0.0328,0.000235,0.0949,0.0972,150.027,hardstyle
0.567,0.791,-4.631,0.0772,0.0117,0.112,0.16,149.903,hardstyle
0.485,0.99,-4.693,0.0925,0.00416,0.148,0.46,152.008,hardstyle
0.356,0.932,-4.013,0.0648,0.0142,0.86,0.212,150.066,hardstyle
0.546,0.91,-3.337,0.064,0.0,0.353,0.242,155.121,hardstyle
0.486,0.886,-3.38,0.067,1.73e-05,0.853,0.44,153.104,hardstyle
0.401,0.959,-4.702,0.17,0.0,0.38,0.305,154.925,hardstyle
0.625,0.966,-4.315,0.0657,1.44e-05,0.323,0.837,150.059,hardstyle
0.452,0.947,-0.913,0.19,0.024,0.301,0.193,149.818,hardstyle
0.636,0.926,-4.562,0.171,0.00468,0.156,0.601,155.008,hardstyle
0.48,0.932,-2.787,0.295,3.65e-05,0.229,0.339,154.913,hardstyle
0.268,0.867,-4.439,0.0922,0.0,0.108,0.301,149.953,hardstyle
0.431,0.947,-0.715,0.0669,1.73e-05,0.128,0.111,149.956,hardstyle
0.535,0.852,-4.881,0.0366,0.0,0.097,0.295,150.01,hardstyle
0.307,0.94,-4.475,0.3,0.000926,0.14,0.101,149.925,hardstyle
0.428,0.832,-4.869,0.0563,0.147,0.649,0.194,149.849,hardstyle
0.435,0.543,-9.133,0.0489,5.69e-05,0.27,0.205,154.136,hardstyle
0.444,0.833,-6.721,0.0765,1.87e-05,0.186,0.0723,150.09,hardstyle
0.572,0.904,-3.819,0.0466,0.00222,0.309,0.38,150.056,hardstyle
0.503,0.902,-2.453,0.0346,0.0,0.113,0.481,149.884,hardstyle
0.489,0.915,-2.248,0.084,0.000257,0.0767,0.23,149.96,hardstyle
0.479,0.993,-3.77,0.188,0.254,0.12,0.0957,150.001,hardstyle
0.765,0.947,-4.14,0.162,0.308,0.058,0.424,157.942,hardstyle
0.53,0.979,-2.145,0.0559,0.000625,0.33,0.482,150.043,hardstyle
0.538,0.88,-4.742,0.267,0.196,0.342,0.241,150.007,hardstyle
0.51,0.875,-4.059,0.0603,0.000234,0.211,0.225,149.953,hardstyle
0.356,0.878,-3.613,0.0398,0.0,0.0477,0.308,154.935,hardstyle
0.502,0.896,-2.724,0.0478,0.0,0.664,0.0921,150.083,hardstyle
0.346,0.718,-4.313,0.0488,0.0,0.118,0.146,148.826,hardstyle
0.476,0.935,-4.138,0.176,0.00289,0.198,0.0863,150.17,hardstyle
0.517,0.923,-4.679,0.0609,0.00961,0.335,0.32,154.899,hardstyle
0.652,0.8,-6.015,0.145,4.04e-05,0.124,0.502,150.183,hardstyle
0.405,0.754,-6.294,0.0362,0.0581,0.293,0.114,149.885,hardstyle
0.454,0.954,-4.915,0.0449,0.833,0.0958,0.498,149.977,hardstyle
0.48,0.951,-3.326,0.162,3.42e-05,0.233,0.238,154.966,hardstyle
0.551,0.912,-4.25,0.0921,3.98e-05,0.286,0.245,150.022,hardstyle
0.526,0.912,-2.691,0.0936,0.000806,0.173,0.297,159.974,hardstyle
0.533,0.876,-2.68,0.0511,0.135,0.484,0.173,150.072,hardstyle
0.407,0.982,-1.713,0.411,4.45e-05,0.154,0.243,154.884,hardstyle
0.515,0.986,-2.579,0.162,4.44e-06,0.33,0.386,157.918,hardstyle
0.16,0.749,-3.956,0.0494,0.0,0.113,0.127,154.917,hardstyle
0.515,0.991,-1.349,0.159,0.0,0.0681,0.5,155.033,hardstyle
0.54,0.754,-6.005,0.0716,0.0235,0.119,0.159,149.915,hardstyle
0.459,0.97,-5.21,0.426,0.0528,0.671,0.206,155.128,hardstyle
