,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,title
9932,0.877,0.971,1,-4.755,1,0.0503,0.0071,0.829,0.261,0.78,128.019,audio_features,5Gi7fYfcFYATAAbHGvfWKC,spotify:track:5Gi7fYfcFYATAAbHGvfWKC,https://api.spotify.com/v1/tracks/5Gi7fYfcFYATAAbHGvfWKC,https://api.spotify.com/v1/audio-analysis/5Gi7fYfcFYATAAbHGvfWKC,185625,4,basshouse,5G
9933,0.808,0.9,1,-2.912,1,0.0973,0.000503,0.0232,0.0598,0.334,140.004,audio_features,0XZXSuxjKdACl5YMf4bAO0,spotify:track:0XZXSuxjKdACl5YMf4bAO0,https://api.spotify.com/v1/tracks/0XZXSuxjKdACl5YMf4bAO0,https://api.spotify.com/v1/audio-analysis/0XZXSuxjKdACl5YMf4bAO0,210643,4,basshouse,Sex
9934,0.687,0.99,11,-1.104,1,0.173,0.0123,0.00824,0.115,0.0712,126.075,audio_features,48WRYtedUUbN24TVrzFctb,spotify:track:48WRYtedUUbN24TVrzFctb,https://api.spotify.com/v1/tracks/48WRYtedUUbN24TVrzFctb,https://api.spotify.com/v1/audio-analysis/48WRYtedUUbN24TVrzFctb,184603,4,basshouse,Humans Vs. Robots
9935,0.769,0.935,11,-3.23,1,0.298,0.0362,0.00155,0.0715,0.59,128.012,audio_features,0z0kLCmIrOUOckuouZSn1o,spotify:track:0z0kLCmIrOUOckuouZSn1o,https://api.spotify.com/v1/tracks/0z0kLCmIrOUOckuouZSn1o,https://api.spotify.com/v1/audio-analysis/0z0kLCmIrOUOckuouZSn1o,277500,4,basshouse,Carry Me Away
9936,0.672,0.816,10,-2.122,0,0.0781,0.0017,0.393,0.0859,0.31,134.99,audio_features,2XuQOj0swJaG2QjNMsLUkY,spotify:track:2XuQOj0swJaG2QjNMsLUkY,https://api.spotify.com/v1/tracks/2XuQOj0swJaG2QjNMsLUkY,https://api.spotify.com/v1/audio-analysis/2XuQOj0swJaG2QjNMsLUkY,212744,4,basshouse,Self-Love - MIDNIGHT CVLT Remix
9937,0.742,0.849,11,-6.504,0,0.0565,0.0299,0.291,0.464,0.344,128.02,audio_features,39q2zYcaXmis8HOi4BKsZ1,spotify:track:39q2zYcaXmis8HOi4BKsZ1,https://api.spotify.com/v1/tracks/39q2zYcaXmis8HOi4BKsZ1,https://api.spotify.com/v1/audio-analysis/39q2zYcaXmis8HOi4BKsZ1,189844,4,basshouse,U Know
9938,0.801,0.693,11,-5.785,0,0.407,0.018,0.295,0.219,0.502,128.124,audio_features,3V3GAhNuSYZ91G7IRvvrcU,spotify:track:3V3GAhNuSYZ91G7IRvvrcU,https://api.spotify.com/v1/tracks/3V3GAhNuSYZ91G7IRvvrcU,https://api.spotify.com/v1/audio-analysis/3V3GAhNuSYZ91G7IRvvrcU,208315,4,basshouse,Battery Life
9939,0.933,0.784,9,-7.053,1,0.176,0.133,0.797,0.45,0.31,127.991,audio_features,1lmmog9mnUkVBwqN08VuiM,spotify:track:1lmmog9mnUkVBwqN08VuiM,https://api.spotify.com/v1/tracks/1lmmog9mnUkVBwqN08VuiM,https://api.spotify.com/v1/audio-analysis/1lmmog9mnUkVBwqN08VuiM,225000,4,basshouse,No Exit
9940,0.816,0.778,1,-5.124,1,0.291,0.00427,0.00163,0.0755,0.568,129.958,audio_features,7iqal5nveTp5TBizQq6IYA,spotify:track:7iqal5nveTp5TBizQq6IYA,https://api.spotify.com/v1/tracks/7iqal5nveTp5TBizQq6IYA,https://api.spotify.com/v1/audio-analysis/7iqal5nveTp5TBizQq6IYA,220620,4,basshouse,Down Like
9941,0.668,0.949,10,-3.356,0,0.0519,0.0143,0.0253,0.0771,0.571,130.015,audio_features,34GR9jBULKi91lqNSo5og7,spotify:track:34GR9jBULKi91lqNSo5og7,https://api.spotify.com/v1/tracks/34GR9jBULKi91lqNSo5og7,https://api.spotify.com/v1/audio-analysis/34GR9jBULKi91lqNSo5og7,225000,4,basshouse,Acid
9942,0.698,0.545,10,-8.582,0,0.0671,0.0784,0.823,0.369,0.168,126.006,audio_features,3Ywqf09HDu2NVHBK4RSvKf,spotify:track:3Ywqf09HDu2NVHBK4RSvKf,https://api.spotify.com/v1/tracks/3Ywqf09HDu2NVHBK4RSvKf,https://api.spotify.com/v1/audio-analysis/3Ywqf09HDu2NVHBK4RSvKf,161922,3,basshouse,Orbit
9943,0.695,0.979,0,-0.78,0,0.0543,0.117,0.0107,0.366,0.893,130.024,audio_features,3GMtnq1fLhFXIla67QWdgQ,spotify:track:3GMtnq1fLhFXIla67QWdgQ,https://api.spotify.com/v1/tracks/3GMtnq1fLhFXIla67QWdgQ,https://api.spotify.com/v1/audio-analysis/3GMtnq1fLhFXIla67QWdgQ,247385,4,basshouse,Idk
9944,0.798,0.949,7,-2.564,1,0.175,0.014,0.254,0.357,0.625,127.974,audio_features,0Hfv0BcQZSbLrVKgXzQoIh,spotify:track:0Hfv0BcQZSbLrVKgXzQoIh,https://api.spotify.com/v1/tracks/0Hfv0BcQZSbLrVKgXzQoIh,https://api.spotify.com/v1/audio-analysis/0Hfv0BcQZSbLrVKgXzQoIh,176250,4,basshouse,Move It
9945,0.872,0.955,7,-5.522,1,0.339,0.0136,0.594,0.352,0.369,124.969,audio_features,3YrHn8rV4DSyMjryTLIxo0,spotify:track:3YrHn8rV4DSyMjryTLIxo0,https://api.spotify.com/v1/tracks/3YrHn8rV4DSyMjryTLIxo0,https://api.spotify.com/v1/audio-analysis/3YrHn8rV4DSyMjryTLIxo0,207360,4,basshouse,Flow (Habstrakt Remix)
9946,0.782,0.976,8,-2.609,0,0.0733,0.0554,0.0113,0.319,0.478,128.028,audio_features,2UnAGSLDJXBrBJahlMtAad,spotify:track:2UnAGSLDJXBrBJahlMtAad,https://api.spotify.com/v1/tracks/2UnAGSLDJXBrBJahlMtAad,https://api.spotify.com/v1/audio-analysis/2UnAGSLDJXBrBJahlMtAad,165000,4,basshouse,Rock The Party
9947,0.714,0.883,9,-4.43,1,0.0625,0.00819,0.843,0.231,0.819,126.016,audio_features,4skbQNtyjy8A7mo8oqe2oD,spotify:track:4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/tracks/4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/audio-analysis/4skbQNtyjy8A7mo8oqe2oD,192455,4,basshouse,A Drug From God
9948,0.761,0.937,2,-4.325,1,0.0421,0.00869,0.129,0.155,0.297,125.989,audio_features,0owYorB1y1ZvYNVfRMr7Sy,spotify:track:0owYorB1y1ZvYNVfRMr7Sy,https://api.spotify.com/v1/tracks/0owYorB1y1ZvYNVfRMr7Sy,https://api.spotify.com/v1/audio-analysis/0owYorB1y1ZvYNVfRMr7Sy,228155,4,basshouse,Pressure (Wanna Feel Good)
9949,0.75,0.909,6,-5.798,0,0.0611,0.00352,0.257,0.0896,0.319,126.014,audio_features,4yOL90YeMuuSnEXa9sKGcQ,spotify:track:4yOL90YeMuuSnEXa9sKGcQ,https://api.spotify.com/v1/tracks/4yOL90YeMuuSnEXa9sKGcQ,https://api.spotify.com/v1/audio-analysis/4yOL90YeMuuSnEXa9sKGcQ,156642,4,basshouse,Drama - Radio Edit
9950,0.824,0.938,2,-4.566,1,0.251,0.0416,0.0752,0.154,0.494,126.014,audio_features,2ciLxvH3suF5CyQkbUsJVe,spotify:track:2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/tracks/2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/audio-analysis/2ciLxvH3suF5CyQkbUsJVe,169048,4,basshouse,Hip Hop
9951,0.721,0.913,2,-5.685,1,0.0434,0.0036,0.027,0.131,0.611,125.022,audio_features,6JtcGmjTHCeeE5YTABsh9C,spotify:track:6JtcGmjTHCeeE5YTABsh9C,https://api.spotify.com/v1/tracks/6JtcGmjTHCeeE5YTABsh9C,https://api.spotify.com/v1/audio-analysis/6JtcGmjTHCeeE5YTABsh9C,167801,4,basshouse,Yes Up - Radio Edit
9952,0.757,0.975,11,-4.313,1,0.125,0.00725,0.391,0.109,0.39,127.058,audio_features,4mr00M5jfoSwK4oCUzCISj,spotify:track:4mr00M5jfoSwK4oCUzCISj,https://api.spotify.com/v1/tracks/4mr00M5jfoSwK4oCUzCISj,https://api.spotify.com/v1/audio-analysis/4mr00M5jfoSwK4oCUzCISj,228189,4,basshouse,Who I Am
9953,0.696,0.772,9,-4.337,1,0.0519,0.000194,0.138,0.0629,0.183,126.034,audio_features,3aWop4HeOK3OyS6Tf2LMmV,spotify:track:3aWop4HeOK3OyS6Tf2LMmV,https://api.spotify.com/v1/tracks/3aWop4HeOK3OyS6Tf2LMmV,https://api.spotify.com/v1/audio-analysis/3aWop4HeOK3OyS6Tf2LMmV,213814,4,basshouse,The Smoke
9954,0.773,0.974,1,-2.784,1,0.0577,0.00649,0.0131,0.289,0.62,123.98,audio_features,1vDkc8P9SDkqXlXHs3uzjV,spotify:track:1vDkc8P9SDkqXlXHs3uzjV,https://api.spotify.com/v1/tracks/1vDkc8P9SDkqXlXHs3uzjV,https://api.spotify.com/v1/audio-analysis/1vDkc8P9SDkqXlXHs3uzjV,188710,4,basshouse,Duro
9955,0.664,0.954,1,-2.849,1,0.26,0.03,0.0,0.165,0.383,126.125,audio_features,49ON8YWLvFdHncIyZf1kd7,spotify:track:49ON8YWLvFdHncIyZf1kd7,https://api.spotify.com/v1/tracks/49ON8YWLvFdHncIyZf1kd7,https://api.spotify.com/v1/audio-analysis/49ON8YWLvFdHncIyZf1kd7,133333,4,basshouse,Club Fear - Radio Edit
9956,0.745,0.868,10,-5.915,0,0.0597,0.0143,0.011,0.124,0.639,124.0,audio_features,49jvecO31GcKM4M1WAhRDv,spotify:track:49jvecO31GcKM4M1WAhRDv,https://api.spotify.com/v1/tracks/49jvecO31GcKM4M1WAhRDv,https://api.spotify.com/v1/audio-analysis/49jvecO31GcKM4M1WAhRDv,203553,4,basshouse,Cover It Up
9957,0.804,0.988,1,-4.581,1,0.065,0.000739,0.8,0.053,0.717,125.995,audio_features,06QJfll0vtjL6hualMB0XU,spotify:track:06QJfll0vtjL6hualMB0XU,https://api.spotify.com/v1/tracks/06QJfll0vtjL6hualMB0XU,https://api.spotify.com/v1/audio-analysis/06QJfll0vtjL6hualMB0XU,161915,4,basshouse,Go Stupid
9958,0.618,0.951,9,-5.792,0,0.0384,9.13e-05,0.557,0.511,0.505,128.017,audio_features,1yzopNUKiTkCw69frwbJAj,spotify:track:1yzopNUKiTkCw69frwbJAj,https://api.spotify.com/v1/tracks/1yzopNUKiTkCw69frwbJAj,https://api.spotify.com/v1/audio-analysis/1yzopNUKiTkCw69frwbJAj,196875,4,basshouse,Revival
9959,0.702,0.868,9,-5.216,1,0.0467,0.00855,0.786,0.102,0.382,129.955,audio_features,2HtqrQXHdyq2KY51b5miVn,spotify:track:2HtqrQXHdyq2KY51b5miVn,https://api.spotify.com/v1/tracks/2HtqrQXHdyq2KY51b5miVn,https://api.spotify.com/v1/audio-analysis/2HtqrQXHdyq2KY51b5miVn,206769,4,basshouse,90s Tribe - Radio Edit
9960,0.826,0.809,2,-6.585,1,0.0434,0.00242,0.739,0.0824,0.235,124.005,audio_features,3BXkQUkKCPQzB8FitUJh4N,spotify:track:3BXkQUkKCPQzB8FitUJh4N,https://api.spotify.com/v1/tracks/3BXkQUkKCPQzB8FitUJh4N,https://api.spotify.com/v1/audio-analysis/3BXkQUkKCPQzB8FitUJh4N,256644,4,basshouse,Come Again (feat. Scrufizzer)
9961,0.751,0.902,2,-6.136,1,0.0621,0.0537,0.567,0.293,0.817,126.987,audio_features,4XOKwe8h0ZTOrweD1wnJqa,spotify:track:4XOKwe8h0ZTOrweD1wnJqa,https://api.spotify.com/v1/tracks/4XOKwe8h0ZTOrweD1wnJqa,https://api.spotify.com/v1/audio-analysis/4XOKwe8h0ZTOrweD1wnJqa,215861,4,basshouse,Rewind It
9962,0.832,0.982,2,-2.901,1,0.189,0.0192,0.15,0.263,0.364,125.945,audio_features,4cTFnMlAqfXJfxWEe0dLHP,spotify:track:4cTFnMlAqfXJfxWEe0dLHP,https://api.spotify.com/v1/tracks/4cTFnMlAqfXJfxWEe0dLHP,https://api.spotify.com/v1/audio-analysis/4cTFnMlAqfXJfxWEe0dLHP,163810,4,basshouse,Drippin Non Stop - Radio Edit
9963,0.789,0.98,1,-4.104,1,0.0871,0.00856,0.9,0.0668,0.771,125.978,audio_features,6AmwHSc4KMB4cufeUrKTr2,spotify:track:6AmwHSc4KMB4cufeUrKTr2,https://api.spotify.com/v1/tracks/6AmwHSc4KMB4cufeUrKTr2,https://api.spotify.com/v1/audio-analysis/6AmwHSc4KMB4cufeUrKTr2,230476,4,basshouse,NANA
9964,0.809,0.811,0,-5.261,0,0.234,0.213,0.0351,0.279,0.742,126.096,audio_features,42UNtl2tEuqMdL5hwP6i0k,spotify:track:42UNtl2tEuqMdL5hwP6i0k,https://api.spotify.com/v1/tracks/42UNtl2tEuqMdL5hwP6i0k,https://api.spotify.com/v1/audio-analysis/42UNtl2tEuqMdL5hwP6i0k,189028,4,basshouse,Jungle B tch
9965,0.857,0.664,11,-4.823,0,0.0503,0.00102,0.0119,0.149,0.536,125.002,audio_features,1FhueLZZ07cCW0noUeZjAf,spotify:track:1FhueLZZ07cCW0noUeZjAf,https://api.spotify.com/v1/tracks/1FhueLZZ07cCW0noUeZjAf,https://api.spotify.com/v1/audio-analysis/1FhueLZZ07cCW0noUeZjAf,165120,4,basshouse,It Ain’t Over
9966,0.766,0.994,4,-4.392,0,0.0782,0.0165,0.000704,0.328,0.477,126.026,audio_features,2qqvLPr5iajm09N3WYGjMx,spotify:track:2qqvLPr5iajm09N3WYGjMx,https://api.spotify.com/v1/tracks/2qqvLPr5iajm09N3WYGjMx,https://api.spotify.com/v1/audio-analysis/2qqvLPr5iajm09N3WYGjMx,215238,4,basshouse,Loco ft. Thando - Volkoder Remix
9967,0.777,0.738,1,-6.656,0,0.0595,0.00102,0.753,0.0853,0.172,126.006,audio_features,526kR7uxyz6xYGPnge0Fav,spotify:track:526kR7uxyz6xYGPnge0Fav,https://api.spotify.com/v1/tracks/526kR7uxyz6xYGPnge0Fav,https://api.spotify.com/v1/audio-analysis/526kR7uxyz6xYGPnge0Fav,285714,4,basshouse,Animals
9968,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02,audio_features,4ASOMWcJUrwEpjJy4GEijz,spotify:track:4ASOMWcJUrwEpjJy4GEijz,https://api.spotify.com/v1/tracks/4ASOMWcJUrwEpjJy4GEijz,https://api.spotify.com/v1/audio-analysis/4ASOMWcJUrwEpjJy4GEijz,196900,4,basshouse,California Dreamin' (feat. High Jinx)
9969,0.769,0.809,1,-6.058,1,0.0415,0.0629,0.581,0.301,0.36,122.963,audio_features,6cR6GIaThqEr5OXpGx7X5P,spotify:track:6cR6GIaThqEr5OXpGx7X5P,https://api.spotify.com/v1/tracks/6cR6GIaThqEr5OXpGx7X5P,https://api.spotify.com/v1/audio-analysis/6cR6GIaThqEr5OXpGx7X5P,162073,4,basshouse,The Way You - Radio Edit
9970,0.813,0.737,5,-5.594,0,0.0349,0.00376,0.0419,0.398,0.488,125.01,audio_features,3n8MriTJsuzf9yMJVvrMfU,spotify:track:3n8MriTJsuzf9yMJVvrMfU,https://api.spotify.com/v1/tracks/3n8MriTJsuzf9yMJVvrMfU,https://api.spotify.com/v1/audio-analysis/3n8MriTJsuzf9yMJVvrMfU,232860,4,basshouse,Found My Meaning - Radio Edit
9971,0.764,0.776,7,-4.628,1,0.0608,0.00404,0.599,0.165,0.0739,126.053,audio_features,1GGDDPHT2TtVFoZzAMo0t6,spotify:track:1GGDDPHT2TtVFoZzAMo0t6,https://api.spotify.com/v1/tracks/1GGDDPHT2TtVFoZzAMo0t6,https://api.spotify.com/v1/audio-analysis/1GGDDPHT2TtVFoZzAMo0t6,155714,4,basshouse,FOMO
9972,0.753,0.762,8,-6.072,1,0.0574,0.00673,0.804,0.246,0.454,126.0,audio_features,3qXeX9u2CYts1Tww4vRTs2,spotify:track:3qXeX9u2CYts1Tww4vRTs2,https://api.spotify.com/v1/tracks/3qXeX9u2CYts1Tww4vRTs2,https://api.spotify.com/v1/audio-analysis/3qXeX9u2CYts1Tww4vRTs2,245933,4,basshouse,Don't You
9973,0.688,0.989,2,-1.603,1,0.0669,0.000676,0.731,0.0382,0.694,125.019,audio_features,1qAKmE4OoW7B02aqCambhJ,spotify:track:1qAKmE4OoW7B02aqCambhJ,https://api.spotify.com/v1/tracks/1qAKmE4OoW7B02aqCambhJ,https://api.spotify.com/v1/audio-analysis/1qAKmE4OoW7B02aqCambhJ,217066,4,basshouse,Sexy Boi
9974,0.806,0.81,5,-5.19,0,0.052,0.00039,0.678,0.0356,0.346,125.993,audio_features,6xIVVNihNIpfJ4qPa1eblB,spotify:track:6xIVVNihNIpfJ4qPa1eblB,https://api.spotify.com/v1/tracks/6xIVVNihNIpfJ4qPa1eblB,https://api.spotify.com/v1/audio-analysis/6xIVVNihNIpfJ4qPa1eblB,198095,4,basshouse,Blessin'
9975,0.794,0.883,11,-10.058,0,0.0665,0.00127,0.389,0.0563,0.94,125.995,audio_features,6kLiLGTBQ0RhPgYOHYt9gI,spotify:track:6kLiLGTBQ0RhPgYOHYt9gI,https://api.spotify.com/v1/tracks/6kLiLGTBQ0RhPgYOHYt9gI,https://api.spotify.com/v1/audio-analysis/6kLiLGTBQ0RhPgYOHYt9gI,175253,4,basshouse,Diamonds
9976,0.849,0.763,11,-4.692,0,0.0518,0.00144,0.892,0.123,0.749,125.049,audio_features,6GKyjW8BA1BUMX1BwUyabt,spotify:track:6GKyjW8BA1BUMX1BwUyabt,https://api.spotify.com/v1/tracks/6GKyjW8BA1BUMX1BwUyabt,https://api.spotify.com/v1/audio-analysis/6GKyjW8BA1BUMX1BwUyabt,182880,4,basshouse,Stimulate
9977,0.653,0.916,8,-7.697,1,0.0464,0.012,0.00746,0.3,0.456,125.993,audio_features,6N72Fb1Tq9qO68JfSx67zS,spotify:track:6N72Fb1Tq9qO68JfSx67zS,https://api.spotify.com/v1/tracks/6N72Fb1Tq9qO68JfSx67zS,https://api.spotify.com/v1/audio-analysis/6N72Fb1Tq9qO68JfSx67zS,218333,4,basshouse,Back To You - Radio Edit
9978,0.899,0.802,4,-5.102,0,0.204,0.0911,4.23e-05,0.141,0.595,126.032,audio_features,63fQTOIVo5EMZauf2QAH5W,spotify:track:63fQTOIVo5EMZauf2QAH5W,https://api.spotify.com/v1/tracks/63fQTOIVo5EMZauf2QAH5W,https://api.spotify.com/v1/audio-analysis/63fQTOIVo5EMZauf2QAH5W,148568,4,basshouse,Jump Around
9979,0.665,0.969,9,-3.829,0,0.0408,0.0163,0.012,0.299,0.899,124.995,audio_features,2I8xBxd5peNvfQF7XhfoOV,spotify:track:2I8xBxd5peNvfQF7XhfoOV,https://api.spotify.com/v1/tracks/2I8xBxd5peNvfQF7XhfoOV,https://api.spotify.com/v1/audio-analysis/2I8xBxd5peNvfQF7XhfoOV,161000,4,basshouse,Perfect
9980,0.835,0.88,7,-7.972,1,0.104,0.0246,0.165,0.0688,0.752,122.036,audio_features,1jfd5UYYNB8LEYGtHkP1tM,spotify:track:1jfd5UYYNB8LEYGtHkP1tM,https://api.spotify.com/v1/tracks/1jfd5UYYNB8LEYGtHkP1tM,https://api.spotify.com/v1/audio-analysis/1jfd5UYYNB8LEYGtHkP1tM,159344,4,basshouse,Make It Good
9981,0.73,0.866,0,-6.693,1,0.0753,0.026,0.237,0.0919,0.135,124.011,audio_features,4WzaMb2J9iVYnbfZ6ytIdC,spotify:track:4WzaMb2J9iVYnbfZ6ytIdC,https://api.spotify.com/v1/tracks/4WzaMb2J9iVYnbfZ6ytIdC,https://api.spotify.com/v1/audio-analysis/4WzaMb2J9iVYnbfZ6ytIdC,180000,4,basshouse,Take Home
9982,0.648,0.979,7,-5.716,1,0.0684,0.00848,0.578,0.0874,0.568,124.996,audio_features,7G5hRzPkMRoqAQCoOpkzfN,spotify:track:7G5hRzPkMRoqAQCoOpkzfN,https://api.spotify.com/v1/tracks/7G5hRzPkMRoqAQCoOpkzfN,https://api.spotify.com/v1/audio-analysis/7G5hRzPkMRoqAQCoOpkzfN,193920,4,basshouse,CAN YOU RELATE
9983,0.552,0.889,7,-3.325,1,0.203,0.158,0.231,0.354,0.715,123.799,audio_features,7kkyXALwqjSP8l0z1NMlVa,spotify:track:7kkyXALwqjSP8l0z1NMlVa,https://api.spotify.com/v1/tracks/7kkyXALwqjSP8l0z1NMlVa,https://api.spotify.com/v1/audio-analysis/7kkyXALwqjSP8l0z1NMlVa,166777,3,basshouse,Adventures of Babylon (feat. Dissolut)
9984,0.799,0.947,2,-7.076,1,0.0526,0.00129,0.3,0.344,0.97,130.011,audio_features,6JoromVvvceiCA8xyJZ7yQ,spotify:track:6JoromVvvceiCA8xyJZ7yQ,https://api.spotify.com/v1/tracks/6JoromVvvceiCA8xyJZ7yQ,https://api.spotify.com/v1/audio-analysis/6JoromVvvceiCA8xyJZ7yQ,214154,4,basshouse,Energy of UK - Radio Edit
9985,0.805,0.958,1,-7.336,1,0.0474,0.0163,0.489,0.039,0.729,127.0,audio_features,1239Sq2SqVR55dY3jrDMQx,spotify:track:1239Sq2SqVR55dY3jrDMQx,https://api.spotify.com/v1/tracks/1239Sq2SqVR55dY3jrDMQx,https://api.spotify.com/v1/audio-analysis/1239Sq2SqVR55dY3jrDMQx,187087,4,basshouse,Jack Machine
9986,0.7,0.88,6,-7.484,1,0.0388,0.000217,0.467,0.329,0.499,124.009,audio_features,465PJxet795jFMEtSQJWun,spotify:track:465PJxet795jFMEtSQJWun,https://api.spotify.com/v1/tracks/465PJxet795jFMEtSQJWun,https://api.spotify.com/v1/audio-analysis/465PJxet795jFMEtSQJWun,195484,4,basshouse,Come Close - Radio Edit
9987,0.767,0.936,6,-3.172,1,0.116,0.0217,0.095,0.235,0.449,126.02,audio_features,5hcTpMHJS2gjpfG6eaaY4C,spotify:track:5hcTpMHJS2gjpfG6eaaY4C,https://api.spotify.com/v1/tracks/5hcTpMHJS2gjpfG6eaaY4C,https://api.spotify.com/v1/audio-analysis/5hcTpMHJS2gjpfG6eaaY4C,170476,4,basshouse,Maniac
9988,0.693,0.778,9,-5.936,0,0.0517,0.00488,0.594,0.0637,0.594,123.977,audio_features,0kHpEG2nYXEGcycaUd9qia,spotify:track:0kHpEG2nYXEGcycaUd9qia,https://api.spotify.com/v1/tracks/0kHpEG2nYXEGcycaUd9qia,https://api.spotify.com/v1/audio-analysis/0kHpEG2nYXEGcycaUd9qia,245870,4,basshouse,Don't Feel So Sorry
9989,0.803,0.602,8,-10.823,0,0.0783,0.056,0.933,0.0641,0.925,123.993,audio_features,46s76bST98emAyFbOdZqSq,spotify:track:46s76bST98emAyFbOdZqSq,https://api.spotify.com/v1/tracks/46s76bST98emAyFbOdZqSq,https://api.spotify.com/v1/audio-analysis/46s76bST98emAyFbOdZqSq,221313,1,basshouse,Suck My
9990,0.784,0.809,7,-5.679,1,0.159,0.157,0.141,0.497,0.598,125.964,audio_features,5CB3JnLsxjDJj2EUabWcuj,spotify:track:5CB3JnLsxjDJj2EUabWcuj,https://api.spotify.com/v1/tracks/5CB3JnLsxjDJj2EUabWcuj,https://api.spotify.com/v1/audio-analysis/5CB3JnLsxjDJj2EUabWcuj,204762,4,basshouse,Life Of Sin (feat. Ranger Trucco)
9991,0.654,0.677,11,-9.492,0,0.319,0.586,0.154,0.253,0.537,126.056,audio_features,3cLwBldIKMxfGDH4u6lPYj,spotify:track:3cLwBldIKMxfGDH4u6lPYj,https://api.spotify.com/v1/tracks/3cLwBldIKMxfGDH4u6lPYj,https://api.spotify.com/v1/audio-analysis/3cLwBldIKMxfGDH4u6lPYj,232381,4,basshouse,Filthy
9992,0.695,0.82,2,-9.703,1,0.0586,0.0118,0.537,0.354,0.393,126.007,audio_features,5MNN699XqA5JAKBnl6GqzW,spotify:track:5MNN699XqA5JAKBnl6GqzW,https://api.spotify.com/v1/tracks/5MNN699XqA5JAKBnl6GqzW,https://api.spotify.com/v1/audio-analysis/5MNN699XqA5JAKBnl6GqzW,167143,4,basshouse,Move Your Feet
9993,0.68,0.912,11,-8.785,1,0.058,0.0149,0.0316,0.69,0.327,124.994,audio_features,6nGtbklEfeXapvjTbV8kzn,spotify:track:6nGtbklEfeXapvjTbV8kzn,https://api.spotify.com/v1/tracks/6nGtbklEfeXapvjTbV8kzn,https://api.spotify.com/v1/audio-analysis/6nGtbklEfeXapvjTbV8kzn,221471,4,basshouse,Alive (with Roland Clark)
9994,0.799,0.887,2,-4.904,1,0.0919,0.0184,0.5,0.0883,0.682,126.976,audio_features,2TYOcnd7nZcaoyx5CWFuc9,spotify:track:2TYOcnd7nZcaoyx5CWFuc9,https://api.spotify.com/v1/tracks/2TYOcnd7nZcaoyx5CWFuc9,https://api.spotify.com/v1/audio-analysis/2TYOcnd7nZcaoyx5CWFuc9,184567,4,basshouse,In My Bag
9995,0.764,0.726,9,-6.225,1,0.0474,0.00384,0.824,0.0856,0.478,124.979,audio_features,25qhCdtNV7jCiAbcxFxZgx,spotify:track:25qhCdtNV7jCiAbcxFxZgx,https://api.spotify.com/v1/tracks/25qhCdtNV7jCiAbcxFxZgx,https://api.spotify.com/v1/audio-analysis/25qhCdtNV7jCiAbcxFxZgx,170510,4,basshouse,Hands Up
9996,0.693,0.862,9,-6.476,0,0.35,0.325,0.0896,0.845,0.457,125.902,audio_features,4aRzmKmUigIFsMdFkcvWaw,spotify:track:4aRzmKmUigIFsMdFkcvWaw,https://api.spotify.com/v1/tracks/4aRzmKmUigIFsMdFkcvWaw,https://api.spotify.com/v1/audio-analysis/4aRzmKmUigIFsMdFkcvWaw,172143,4,basshouse,Wild Love
9997,0.796,0.979,2,-5.171,1,0.0727,0.0133,0.9,0.0532,0.94,123.993,audio_features,5meNBk8vIx71VJk3xAV6Mu,spotify:track:5meNBk8vIx71VJk3xAV6Mu,https://api.spotify.com/v1/tracks/5meNBk8vIx71VJk3xAV6Mu,https://api.spotify.com/v1/audio-analysis/5meNBk8vIx71VJk3xAV6Mu,250653,4,basshouse,Corner
9998,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,audio_features,6GomT970rCOkKAyyrwJeZi,spotify:track:6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/audio-analysis/6GomT970rCOkKAyyrwJeZi,157445,4,basshouse,Move Your Body
9999,0.528,0.853,11,-6.022,0,0.115,0.00162,0.0,0.327,0.184,124.169,audio_features,5q3Lo451aXQr4N9HJ8SeGr,spotify:track:5q3Lo451aXQr4N9HJ8SeGr,https://api.spotify.com/v1/tracks/5q3Lo451aXQr4N9HJ8SeGr,https://api.spotify.com/v1/audio-analysis/5q3Lo451aXQr4N9HJ8SeGr,162581,4,basshouse,What's Your Name (feat. Nadia Gattas)
10000,0.787,0.934,5,-4.168,1,0.0545,0.00226,0.495,0.0827,0.666,124.953,audio_features,4VrWgL4VErSc6wYRxnTMis,spotify:track:4VrWgL4VErSc6wYRxnTMis,https://api.spotify.com/v1/tracks/4VrWgL4VErSc6wYRxnTMis,https://api.spotify.com/v1/audio-analysis/4VrWgL4VErSc6wYRxnTMis,182400,4,basshouse,Disco Tool - San Pacho Tech Mix
